PRODUK,FARMASI,E-COMMERCE,TOKO,ALAMAT,KOTA,BOX,JUAL (UNIT TERKECIL),HARGA UNIT TERKECIL,VALUE,% DISC,KATEGORI,SOURCE,NAMA PRODUK E-COMMERCE,RATING (Khusus shopee dan toped dikali 20),JML ULASAN,DILIHAT,DESKRIPSI,TANGGAL OBSERVASI
,,SHOPEE,mixacc,"
KOTA JAKARTA UTARA - PENJARINGAN, DKI JAKARTA, ID",,,14,22800,,,,https://shopee.co.id/Masker-3-ply-isi-50-pcs-Medis-Masker-Bedah-3ply-isi-50pcs-TANPA-BOX-i.61050481.7857791337,Masker 3 ply isi 50 pcs Medis Masker Bedah 3ply isi 50pcs TANPA BOX,96.0,6,,"Deskripsi Masker 3 ply isi 50 pcs Medis Masker Bedah 3ply isi 50pcs TANPA BOX

tanpa packingan ya . packingannya langsung dari pabrik non pack

Warna : Biru :D

Masker Kesehatan dengan spesifikasi bahan sesuai 95%

3 lapis bahan:
Lapis 1 spundbound 16 gram
Lapis 2 meltblown 25 gram
Lapis 3 spundbound 30 gram

Bahan meltblown adalah bahan yang sangat efektif untuk memfilter micro partikel seperti virus dan bakteri.

terdapat aluminum sheet yang bisa diatur sesuai bentuk hidung Anda",2020-10-26 09:56:42
,,SHOPEE,frijakusara,"
KOTA JAKARTA BARAT - GROGOL PETAMBURAN, DKI JAKARTA, ID",,,8300,1500,,,,https://shopee.co.id/masker-scuba-desa-75-desain-kemendes-i.213373785.4248063229,masker scuba desa 75 desain kemendes,100.0,6,,"MASKER SCUBA DESA (DESAIN KEMENDES)
Gramasi : 280
Sablon Logo : Printing
Model : neci (jahit tengah)

Logo disesuaikan dengan ketentuan dari Kemendes 

Warna kita kirim random 1 plastik berisi 12 masker dan untuk warna kita kirim sesuai dengan stok yang ada.

READY STOCK SAMAPAI 100.000 Pcs

TERIMAKASIH
#maskerscubahutri75
#maskerscuba
#maskerscubadesa",2020-10-26 09:56:50
,,SHOPEE,jayaserba,"
KOTA JAKARTA UTARA",,,8600,55000,,0.86,Star+,https://shopee.co.id/Disposable-Protective-Mask-Masker-50s-i.158629985.4423380966,"Star+
Disposable Protective Mask / Masker 50s",96.0,45000,,"Disposable Protective Mask 50s

Kemasan kotak: 50 pcs/kotak

- Mudah dan nyaman digunakan untuk beraktivitas

- Efektif mencegah transfer bakteri, debu, dan partikel mikro lainnya

- Desain dengan 3 layer filter protection

- Desain ada yang warna biru dan ada yang putih

- Desain Earloop untuk dipasang pada telinga sehingga Anda pun nyaman dalam menggunankannya.",2020-10-26 09:56:52
,,SHOPEE,charlottequinn,"
KOTA JAKARTA BARAT - KALIDERES, DKI JAKARTA, ID",,,34,24990,,,Star,https://shopee.co.id/-ACQ-Masker-Medis-3-Ply-Isi-50-Pcs-IZIN-Resmi-BNPB-i.291384636.4858244438,"Star
[ACQ] Masker Medis 3 Ply Isi 50 Pcs IZIN Resmi BNPB",96.0,5,,"Berat 400g

Coolpad Masker 3ply Earloop 50pcs

Kemasan kotak: 50 pcs/kotak

- Desain yang nyaman digunakan untuk beraktivitas
- Non Woven Mask
- Klasifikasi: FFP2
- Desain memenuhi standar Eropa
- Masker dapat digunakan pada suhu 5 – 38°C
- Efisiesi penyaringan bakteri dari masker 99-100%
- Pinggiran masker halus, tidak tajam
- Praktis digunakan untuk kegiatan-kegiatan pada umumnya
- Tingkat masuknya kebocoran liquid 9%
- Bahan layer dalam dan luar: nonwoven pet fabric
- Desain memudahkan untuk kebebasan dan kenyamanan bernafas.
- Inhalation resistance at 30 L/min: <0.7 mbar
- Inhalation resistance at 95 L/min: <2.4 mbar
- Exhalation resistance at 160 L/min: <3.0 mbar
- Produksi 2020",2020-10-26 09:56:55
,,SHOPEE,pro_hemat,"
KOTA JAKARTA BARAT - KALIDERES, DKI JAKARTA, ID",,,1000,2499,,0.75,,https://shopee.co.id/Disposable-Mask-N95-KN95-BFE-95-Masker-Kesehatan-5-Layer-Facemask-Masker-wajah-IZIN-RESMI-BNPB-i.223067575.7446431238,Disposable Mask N95 KN95 BFE 95% Masker Kesehatan 5 Layer Facemask Masker wajah IZIN RESMI BNPB,96.0,42000,,"Disposable Mask KN95 Masker 5 Layer 
Size: 15.5*10.5cm
1 Kotak isi 10pcs

PERHATIAN!
MASKER HANYA UNTUK SEKALI PAKAI. TIDAK BISA DICUCI

IZIN RESMI BNPB
NOMOR BNPB: B-911891/BNPB/HOKS/HK.10.01/08/2020",2020-10-26 09:56:58
,,SHOPEE,gotohardware,"
KOTA TANGERANG - BENDA, BANTEN, ID",,,1000,29900,,0.8,Shopee Mall,https://shopee.co.id/Goto-Enviro-50-Pcs-3ply-Facemask-Masker-Earloop-Kesehatan-i.8459024.5231726500,Goto Enviro 50 Pcs 3ply Facemask Masker Earloop Kesehatan,98.0,815000,,"Cari masker untuk menghalangi virus masuk?
Cari masker yang bisa mencegah percikan droplet atau air liur?
Perlu masker harian yang aman mencegah paparan debu dan polusi?

Ya pesan Masker 3 Ply dari GOTO Hardware saja. Kenapa?
1.Masker terdiri 3 lapisan yang terdiri dari lapisan luar yang kedap air, lapisan tengah sebagai filter dan lapisan dalam sebagai penyerap cairan ketika batuk atau bersin.
2.Dilengkapi dengan earloop atau tali karet pengait telinga yang ketat dan nyaman
3.Melalui proses sterilisasi
4.Terdapat klip hidung yang akan mengikuti lekuk hidung agar masker tertutup rapat
5.Masker kami tidak diperuntukkan untuk petugas medis yang terdekat dengan pasien COVID-19, disarankan untuk menggunakan masker N95 dan KN95 untuk proteksi maksimal petugas medis
6.Filtrasi 95%
7.Masker ini untuk sekali pakai.

Kenapa harus beli di GOTO Hardware?
1. Karena GOTO Hardware barangnya bener-bener berkualitas dan orisinil.
2. Karena GOTO Hardware bener-bener tidak pernah mengecewakan selama 20 tahun. 
3. Karena GOTO Hardware Hebat - Hemat Banget. 
4. Karena Customer Service nya GOTO Hardware bener-bener ramah dan fast response.
5. Karena pengemasan barangnya GOTO Hardware bener-bener rapih dan aman. 

Ayo serbu untuk stock kamu sekeluarga. Untuk info diskon dan cashback lebih lanjut temukan kami di sosial media dengan akun GOTO Hardware.

Spesifikasi
-Material: Non Woven
-Warna: Biru 
-Model: Earloop Rubber
-Ukuran: One Size Fits All
-1 box: 50pcs


FAQ
1.Apa ada warna lain?
Tidak. Hanya tersedia 1 warna, biru.

2.Apakah pengemasan dijamin aman?
Sebelum barang dikirim akan melalui tahap pemeriksaan. Setelah itu barang akan dikemas rapi, dan hampir semua barang dilapisi bubble wrap yang melindungi barang tetap aman sampai di tujuan.",2020-10-26 09:57:05
,,SHOPEE,minibest555,International,,,4800,28800,,0.68,Star,https://shopee.co.id/Masker-3ply-50pcs-Disposable-Face-Mask-50Pcs-(MB555)-i.149769223.7545971565,"Star
Masker 3ply 50pcs Disposable Face Mask 50Pcs (MB555)",96.0,12000,,,2020-10-26 09:57:06
,,SHOPEE,yangguangtrading,"
KOTA JAKARTA BARAT - CENGKARENG, DKI JAKARTA, ID",,,1000,25900,,0.92,,https://shopee.co.id/(COD)-ISI-50PCS-!!-Disposable-Protective-Mask-Earloop-3-PLY-H113-Masker-Pelindung-Anti-Bakteri-i.120769693.3418130804,(COD) ISI 50PCS !! Disposable Protective Mask Earloop 3 PLY H113 Masker Pelindung / Anti Bakteri,96.0,307000,,"(DISARANKAN PAKAI JASA KIRIM JTR utk pemesanan diatas 5 BOX)


BARANG READY BISA LANGSUNG DIORDER GA USAH TANYA ADA atau GA YA GAESSS !!!

 Masker kesehatan 3ply !!  Earloop pakai BOX

SEKALI PAKAI / TIDAK BISA DICUCI 
Nyaman untuk pemakaian sehari hari : untuk industri , rumah sakit, hijabers , dan lingkungan kerja lainnya.

DEAR ,CUSTOMER TERCINTA !!
WARNING !!! HARAP DIBACA SEBELUM MEMBELI , JIKA VARIASI BISA DIKLIK BERARTI STOCK READY !!! SETELAH ORDER DILAKUKAN TIDAK BISA DILAKUKAN PEMBATALAN DGN ALASAN APAPUN MEMBELI = SETUJU 
NO RETUR / NO TANGGUNG ONGKIR Catatan Pelapak:: 
hanya melayani pembeli yang sabar,,
ready di gudang kami di jakarta,,,
- order tidak ada keterangan warna cadangan lain diketerangan jika barang yg dipilih kebetulan habis comfirmasi tidak ada respon
maka kami akan kirim sesuai stock yg ada,No Complain No retur,kecuali ada keterangan ""barang kosong cencel""

✅ Produk Impor 100% Tangan Pertama
✅ Menerima Dropship/Reseller/Wholesale
✅ Ikuti toko kami untuk info DISKON dan PRODUK BARU !
♥""PERATURAN TOKO KITA - TIDAK menerima sisipan WARNA di CATATAN"" Kita hanya memproses orderan sesuai VARIASI YANG DI ORDER

♥ Mohon cek barang langsung setelah barang sampai. Komplain kami terima 1x24 jam setelah barang sampai.. Kami cek berdasarkan tanggal dan jam di resi pengiriman. Tidak menerima alasan apapun kalau sudah komplain di luar 1x24 jam.
♥ Untuk komplain wajib melampirkan foto produk yang rijeknya, kertas invoice di packingan dan foto kode team peacking kami .
♥ Kerusakkan barang : ada keputusan diskon, retur dll. Akan dicek dulu kasusnya. Tentunya kami akan memberikan solusi terbaik buat Customer kami 🌸🌸
♥ Kalau dropsip tuliskan nama DROPSHIP di fitur dropship pada saat cek out

Attention!!!!
>>KOMPLAIN KURANG BRG/KEMBALI DANA LAMPIRKAN VIDEO UNBOXING/NO VIDEO NO REFUND
• Mohon maaf barang dikrim sesuai produksi pabrik jadi no komplain (LOLOS QC Pabrik )
COMPLAIN == CLAIM == ONGKIR PP DITANGGUNG BUYER",2020-10-26 09:57:10
,,SHOPEE,butikkado,"
KOTA JAKARTA PUSAT - GAMBIR, DKI JAKARTA, ID",,,200,24000,,0.64,Star,https://shopee.co.id/MASKER-3PLY-MASKER-3-PLY-SurgicaI-Mask-50pc-berizin-BNPB-CE-FDA.-i.65654070.5855224536,"Star
MASKER 3PLY MASKER 3 PLY SurgicaI Mask 50pc berizin BNPB CE FDA.",96.0,338,,"Deskripsi MASKER 3PLY MASKER 3 PLY SurgicaI Mask 50pc berizib BNPB CE FDA.
harga per pack, isi 50pc , PAKING atau DUS CAMPUR STOK YANG READY.
cocok untuk keperluan sehari2.
saat berkendara atau pun sedang sakit.
mempunyai kualitas yg sangat baik.
tidak brudul (berbulu saat di pakai)

buat Grab dan Gojek bila kasih service masker mulut ke penumpang, pasti penumpang merasa nyaman.
penumpang nyaman pasti dikasih 5 star, dan yg murah hati pasti dikasih tips.

PENTING!!!
- Paking box per 50pc
- Tambahkan Buble Warp / Dus buat aman kan barang anda dlm proses pengiriman.
- Sebelum di kirim barang akan kami cek terlebih dahulu ( QC )
- Ada beberapa barang tidak diperiksa lagi karena udah di QC dari pabrik nya.
- Kami tidak akan mengirimkan barang yang rusak, bekas
- Pilihan motif/warna random kalau tidak ada motif/warna yg dipilih
- TIDAK TERIMA KOMPLAIN/RETUR/REFUND karena brg rusak dalam proses pengiriman kurir
- Tolong jangan lupa follow ( favoritkan ) toko kami agar mudah mencarinya di lain waktu.
Dan bantu referensikan ke teman2 saudara2 , serta review ya.
Salam Sejahtera dan Sukses Selalu.

ATC / membeli = setuju

** Pengiriman terakhir jam 15.00 WIB untuk Senin - Jumat dan jam 14.00 untuk Sabtu
** Minggu / Hari Libur Nasional tidak ada pengiriman",2020-10-26 09:57:13
,,SHOPEE,gotohardware,"
KOTA TANGERANG - BENDA, BANTEN, ID",,,1000,16900,,0.8,Shopee Mall,https://shopee.co.id/Goto-Enviro-20-Pcs-3-ply-Facemask-Masker-Earloop-Kesehatan-i.8459024.6144265986,Goto Enviro 20 Pcs 3 ply Facemask Masker Earloop Kesehatan,98.0,14000,,"Saat bepergian perlu masker cadangan yang steril disimpan dalam tas?
Dengan kantong khusus yang melindungi masker dari kontaminasi udara luar?
Yang efektif cegah droplet, debu dan polusi?

Selalu sedia Masker 3 Ply Travel Pack di tas. Kenapa?
1.Memiliki kemasan khusus disertai tutup zip lock yang dapat dibuka dan ditutup tanpa khawatir masker tercemar udara luar ketika disimpan dalam tas
2.Terdiri 3 lapis bahan pelindung yaitu bahan non woven kedap air, lapisan filter yang menyaring udara kotor, dan lapisan kain dalam yang lembut untuk menyerap droplet saat batuk atau bersin
3.Terdapat klip hidung yang akan mengikuti lekuk hidung agar masker tertutup rapat
4.Masker kami tidak diperuntukkan untuk petugas medis yang terdekat dengan pasien COVID-19, disarankan untuk menggunakan masker N95 dan KN95 untuk proteksi maksimal petugas medis
5.Filtrasi 95%
6.Masker ini untuk sekali pakai

Selalu percaya dengan semua produk GOTO Hardware. Kenapa?
1. Karena GOTO Hardware barangnya bener-bener berkualitas dan orisinil.
2. Karena GOTO Hardware bener-bener tidak pernah mengecewakan selama 20 tahun. 
3. Karena GOTO Hardware Hebat - Hemat Banget. 
4. Karena Customer Service nya GOTO Hardware bener-bener ramah dan fast response.
5. Karena pengemasan barangnya GOTO Hardware bener-bener rapih dan aman. 

Ayo serbu buat perlindungan kamu sekeluarga. Untuk info diskon dan cashback lebih lanjut temukan kami di sosial media dengan akun GOTO Hardware.

Spesifikasi
-Material: Non Woven
-Warna: Biru 
-Model: Earloop Rubber
-Ukuran: One Size Fits All
-1 pack: Isi 20 pcs
-Jenis kemasan: Zip Lock

FAQ

1.Apakah ada warna lain?
Tidak. Hanya tersedia 1 warna, biru.

2.Apakah ada yang bertali untuk hijab?
Belum ada. Saat ini kami belum menyediakan masker tali headloop untuk yang berhijab.

3.Apakah pengemasan dijamin aman?
Sebelum barang dikirim akan melalui tahap pemeriksaan. Setelah itu barang akan dikemas rapi, dan hampir semua barang dilapisi bubble wrap yang melindungi barang tetap aman sampai di tujuan.",2020-10-26 09:57:15
